year,country_code,terror_count,armed,arms_import,exports,foreign_in_invesment,gdp_growth,gdp_per_capita,gross_expenditure,public_health_expenditure,total_health_expenditure,imports,life_expectancy
2013,PHL,626,165500,78000000,28.01767683,1.374862063,7.064032939,2786.014701,2.8328E+11,8.90130645,4.55778632,87606292582,68.13156098
2013,COG,1,12000,12000000,76.53245476,20.68695645,3.440705249,3205.457783,12612404838,8.70635969,5.09464112,9306801119,61.66639024
2013,RUS,143,1260000,141000000,26.62654328,3.103116385,1.279453911,15543.67653,2.10535E+12,9.84316714,7.09185941,4.68663E+11,70.57878049
2013,RWA,4,35000,15000000,14.43256579,3.425182237,4.684512428,678.9981669,8766910596,10.06544713,7.6883653,2330522891,63.39482927
2013,SAU,6,251500,1607000000,52.07918721,1.190953616,2.669911395,24646.02087,5.86593E+11,8.21100108,4.24536506,2.29901E+11,74.17763415
2013,SEN,3,18600,6000000,28.42238183,2.102310945,3.485217347,1041.167179,17897191027,7.94603712,4.51055336,7299064489,65.8787561
2013,SOM,270,11000,3000000,14.55530643,8.333333333,2.698211474,521.2230393,7895000000,11.43366583,6.742246179,3322000000,55.02302439
2013,ZAF,12,77150,2000000,30.79864407,2.239570749,2.330342259,6895.14386,3.76364E+11,14.22805093,8.77541891,1.21984E+11,56.73658537
2013,SSD,12,185000,9000000,16.19533598,-5.981458672,13.12973114,1157.486958,16166110271,4,2.61923747,5055593220,55.22090244
2013,ESP,5,213950,176000000,32.2193882,3.839669344,-1.705894868,29210.09342,1.31744E+12,14.50363504,9.09572402,3.94421E+11,83.07804878
2013,LKA,14,223100,20000000,20.32039824,1.254815445,3.395709596,3610.289374,80721768976,11.5166652,3.67699093,21505636520,74.65382927
2013,SDN,44,264300,130000000,8.840551768,2.34213857,4.394711132,1871.108979,76424058989,11.64949118,8.42182058,10729145644,63.16704878
2013,CHE,2,21250,6000000,72.30603116,-3.639776677,1.78057952,84658.88768,6.01877E+11,22.56319371,11.70740988,4.12219E+11,82.79756098
2013,SYR,263,178000,361000000,39.14798129,4.803079307,2.698211474,13896.0611,5.7866E+11,4.79576059,3.25453108,1.56643E+11,70.30153659
2013,TZA,7,28400,88000000,17.65122642,4.708095165,7.26306003,909.3301412,50282209431,13.44040464,5.56967822,13774151929,64.29182927
2013,THA,471,453550,378000000,67.66976207,3.795282744,2.70211729,6225.052283,4.09029E+11,12.78099323,4.004047293,2.73278E+11,74.24692683
2013,TTO,3,4050,23333333.33,52.03684972,7.543885979,2.653918424,19607.94918,22267187223,8.05044948,5.98343264,9587542623,70.30529268
2013,TUN,29,47800,38000000,47.73989573,2.288638813,2.995657048,4202.870299,50564534991,14.16313675,7.26466474,26391333785,74.7297561
2013,TUR,38,612800,767000000,25.6357821,1.504269675,4.192509347,10800.54235,8.77124E+11,10.50384823,5.384456,2.64915E+11,74.90070732
2013,UKR,5,121500,9500000,42.95671984,2.459765643,-0.026729649,4029.715504,2.00241E+11,12.02294856,7.66658213,95674965595,71.1595122
2013,ARE,1,63000,2241000000,101.022333,2.442364101,4.728897293,42986.66461,2.89014E+11,8.69685925,3.48564353,2.92987E+11,77.19563415
2013,GBR,137,159150,494000000,29.75701369,2.003051504,1.911078411,42407.37101,2.78085E+12,16.52383126,9.33908653,8.70587E+11,81.00487805
2013,USA,19,1433150,787000000,13.63931151,1.659393811,1.67733153,52749.91124,1.71835E+13,20.78009202,16.89772211,2.76861E+12,78.74146341
2013,YEM,389,137900,23000000,22.3591263,-0.33049641,4.823519067,1582.849252,43564802983,3.93250762,5.77556499,12186062637,63.5835122
2013,ZWE,3,50800,215165420.2,29.4434302,2.765335211,4.484095146,905.5003218,17523552000,9.59359172,6.88119338,8005310500,55.633
2014,AFG,1767,308800,288000000,6.634452475,0.243169793,1.312530908,633.9478643,27990999145,11.99862788,8.18227382,9271029582,60.37446341
2014,ALB,2,8500,7000000,28.23090803,8.694376958,1.799999998,4568.568827,15730822581,9.36900452,5.88310543,6243050923,77.83046341
2014,DZA,12,317200,438000000,30.46299675,0.702603639,3.789121212,5496.000209,2.1706E+11,9.90462275,7.20717804,68262397502,74.80809756
2014,AUS,8,56750,927000000,20.90405143,3.160759789,2.499851222,62004.79319,1.46186E+12,17.31142544,9.42230024,3.11266E+11,82.3
2014,AZE,3,81950,601000000,43.28747427,5.891732964,2,7886.459144,62364911386,3.88256056,6.0368632,19718220069,70.76321951
2014,BHR,40,19460,1000000,72.14799049,2.868458743,4.350483603,24514.99913,24235319149,10.46992799,4.98079638,14936170213,76.68326829
2014,BGD,130,220950,201000000,18.98966,1.468712877,6.061093054,1086.800087,1.84183E+11,5.65505405,2.81899856,44128009984,71.62590244
2014,BEL,2,37600,103000000,83.20205586,-3.630169615,1.653110541,47346.75738,5.26888E+11,15.09731075,10.5947509,4.37563E+11,81.28780488
2014,BTN,0,192336.934,1000000,36.28463735,0.42688934,5.745455168,2560.522132,2371217034,8.03238717,3.57301481,1123147822,69.4712439
2014,BIH,3,10500,215165420.2,33.9036159,2.823440815,1.08187567,4852.318649,22783691995,14.10585357,9.57201597,10540005427,76.4332439
2014,BRA,3,729500,228000000,11.01196203,3.945246299,0.503961791,11917.79043,2.52136E+12,6.78191967,8.32283359,3.35819E+11,74.40187805
2014,BGR,1,47300,12333333.33,65.01240687,3.644397805,1.328849722,7853.335191,57267043142,10.95201537,8.44291326,37417879528,74.46585366
2014,BDI,5,51050,3000000,7.76818252,2.642421428,4.660918184,286.0023359,3890899831,13.18522664,7.53556539,1037572768,56.69202439
2014,CMR,63,23200,130000000,21.7353589,2.261686699,5.926964959,1407.403413,35068626559,4.26453239,4.10367158,9984169170,55.4927561
2014,CAN,3,70200,316000000,31.58058753,3.583791384,2.565299274,50440.43376,1.81121E+12,18.76736586,10.449582,5.84533E+11,81.95660976
2014,CAF,86,8150,7000000,13.03009243,0.204064252,1.040018047,354.4519011,2120661488,14.16568905,4.20022213,639651854.2,50.65778049
2014,TCD,1,39850,58000000,34.16136289,-4.852284264,6.899985045,1024.668354,15078296443,8.96652448,3.6211644,5912094411,51.55580488
2014,CHL,17,109450,141000000,33.4170175,8.635222254,1.876395397,14566.14905,2.5643E+11,15.88420857,7.78585767,84157897273,81.49619512
2014,CHN,36,2993000,1151000000,24.0800168,2.557600497,7.297665959,7683.502038,1.02195E+13,10.43262803,5.54822768,2.26125E+12,75.78226829
2014,COL,227,455750,190000000,15.9633059,4.271261374,4.385710901,7918.0789,3.98809E+11,18.14111324,7.20129855,80801046668,73.99314634
2014,CYP,5,12750,23500000,62.19247014,-3.2364322,-1.531451634,27340.88382,22829640440,7.58416196,7.36761162,14017380921,80.13156098
2014,CZE,5,24800,36000000,82.54569243,3.892179242,2.715116132,19744.55861,1.94592E+11,14.90725275,7.41091154,1.58319E+11,78.82439024
