year,country_code,armed,arms_import,exports,foreign_in_invesment,gdp_growth,gdp_per_capita,gross_expenditure,public_health_expenditure,total_health_expenditure,imports,life_expectancy
2012,TUR,612800.0,1503000000.0,26.29611119,1.683942724,2.127460709,10539.36545,829589000000.0,10.76843789,5.2363833,248166000000.0,74.63680488
2012,TZA,28400.0,115000000.0,21.28530986,4.604118217,5.141013621,827.5288807999999,43710445093.0,15.92467567,5.72109354,12942645182.0,63.52090244
2012,UGA,46800.0,219000000.0,19.89502016,5.1279610810000005,3.8342867419999997,664.0051546,26491409378.0,14.33571504,7.58352882,7661777289.0,57.10019512
2012,UKR,214850.0,9500000.0,35.41546087,4.650663252,0.238681306,3855.4212799999996,212620000000.0,11.76675505,7.46947303,99091978476.0,70.94414634
2012,USA,1492200.0,1196000000.0,13.606608499999998,1.50422262,2.224030854,51433.04709,16720900000000.0,20.07766335,17.01736133,2763840000000.0,78.74146341
2012,UZB,68000.0,47500000.0,27.33478878,1.086497309,8.200000001,1740.468298,54490157817.0,9.58004751,6.49281819,16833902091.0,68.10197561
2012,VEN,115000.0,680000000.0,26.17101425,1.307678984,5.625956975,12771.59504,373895000000.0,5.90592072,4.80160508,92395390157.0,73.92573171
2012,YEM,137900.0,38000000.0,24.86371401,-0.040222174,2.392990209,1422.723779,39520005560.0,3.93250762,5.73349373,12920753594.0,63.32729268
2012,ZAF,62100.0,132000000.0,29.72280015,1.16718037,2.2132589780000003,7548.43975,402097000000.0,14.44375656,8.79451471,123558000000.0,56.09831707
2012,ZWE,50800.0,215165420.22787395,32.89230032,2.823029384,10.56520427,850.8276966,16150539900.0,9.69128119,6.68618346,7834073600.0,53.64307317
2013,AFG,330650.0,235000000.0,6.307895041,0.197860045,1.9591228930000002,653.3474881,28756442476.0,10.591285000000001,8.13486556,9974609899.0,60.02826829
2013,ALB,8500.0,7000000.0,35.44905893,9.80972069,1.109999993,4412.345578,15085640093.0,9.76242119,5.65513948,6835365179.0,77.64046341
2013,ARE,63000.0,2241000000.0,101.02233299999999,2.442364101,4.728897293,42986.66461,289014000000.0,8.69685925,3.48564353,292987000000.0,77.19563415
2013,ARG,105650.0,12000000.0,14.61717339,1.7792055359999999,2.405323787,12977.13092,552575000000.0,7.72304601,4.98687258,81240190817.0,75.98609756
2013,ARM,49100.0,16000000.0,28.359126500000002,3.111931481,3.300000002,3716.8289229999996,13327735784.0,7.27372925,4.55022679,5360220562.0,74.56136585
2013,AUS,56750.0,244000000.0,19.82939983,3.452620993,2.440049062,67652.68321,1583190000000.0,17.31142544,9.36373848,329365000000.0,82.14878049
2013,AUT,22500.0,6000000.0,53.192338799999995,0.10538799900000001,0.124223545,50504.715319999996,417192000000.0,16.33091808,11.1377909,216739000000.0,81.13658537
2013,AZE,81950.0,398000000.0,48.72392485,3.560929515,5.796678396,7811.621418000001,57484512428.0,3.4957035000000003,5.53755045,19765583174.0,70.69058537
2013,BDI,51050.0,3000000.0,7.395821132000001,4.300125041,4.594054218,259.3652082,3443337674.0,14.01828211,8.03161378,929592021.3,56.25160976
2013,BEL,37500.0,46000000.0,81.81036067,-5.455806593999999,-0.067164785,46508.13059,514153000000.0,15.0973108,10.57290301,419550000000.0,80.58780488
2013,BFA,11450.0,8000000.0,26.19375313,4.109249913,5.708753995,698.3350349,13714554836.0,12.72407194,5.91240213,4908921489.0,58.24063415
2013,BGD,220950.0,662000000.0,19.53787411,1.73541854,6.013596067000001,954.3963997000002,160821000000.0,5.54641825,2.88285726,40135237754.0,71.2452439
2013,BGR,47300.0,12333333.33,64.65252951,3.567225222,0.862092738,7674.860559000001,55987234663.0,10.95201537,7.93021922,36277928882.0,74.86097561
2013,BHR,19460.0,72000000.0,74.45792054,3.038865272,5.41683981,24113.524840000002,23528005319.0,10.57740809,4.68637938,15216755319.0,76.54595122
2013,BHS,1300.0,26000000.0,43.75170375,4.48547421,0.010307048000000001,22554.45412,9587442600.0,13.44797791,7.04554853,4793964200.0,75.07353659
2013,BIH,10500.0,215165420.22787395,33.62137539,1.72573537,2.394191979,4748.0406920000005,21894746453.0,14.10585357,9.46431161,9844178264.0,76.27692683
2013,BLR,158000.0,75000000.0,60.27270849,3.072740277,1.073600801,7722.125798,75475837558.0,13.90624867,6.07206556,46436133120.0,72.47073171
2013,BLZ,1050.0,215165420.22787395,65.185742,5.673891986,1.3135593220000001,4723.594354999999,1655312751.0,13.41928526,5.79061965,1089292758.0,69.98204878
2013,BOL,83200.0,1000000.0,44.0926856,5.706622972999999,6.798568137999999,2948.032472,28527206946.0,11.959230499999999,5.9649866,11386396527.0,67.91343902
2013,BRA,713480.0,223000000.0,11.63020088,2.79768802,3.0048653589999996,12106.21004,2529720000000.0,7.05216777,8.48312451,344504000000.0,74.12243902
2013,BTN,192336.934,1000000.0,40.4599045,2.768361472,2.142496554,2383.04473,2190652209.0,8.38859599,3.82579516,1119922591.0,69.10292683
2013,CAF,8150.0,7000000.0,14.45148971,0.12200942,-36.69995244,322.36659330000003,1678826190.0,15.51645354,3.82208893,379716267.5,49.87987805
2013,CAN,65700.0,194000000.0,30.16333848,3.6386941010000005,2.4750018590000002,52413.72116,1872970000000.0,18.57342332,10.66516682,586141000000.0,81.76504878
2013,CHE,21250.0,6000000.0,72.30603116,-3.639776677,1.78057952,84658.88768,601877000000.0,22.56319371,11.70740988,412219000000.0,82.79756098
2013,CHL,106100.0,54000000.0,32.29558173,6.9880724139999995,3.976596199,15764.75545,279237000000.0,15.31763039,7.5312947,91642329744.0,81.19792683
2013,CHN,2993000.0,1390000000.0,24.50498208,3.0282256760000004,7.757635146,7077.770594,9372350000000.0,10.28492085,5.38570406,2119380000000.0,75.58514634
2013,CIV,25000.0,6000000.0,41.53105069,1.3033323940000001,8.889421302,1445.910582,30346498259.0,8.20381845,5.80954361,12066656546.0,51.20846341
2013,CMR,23200.0,133000000.0,20.65738013,1.850846649,5.561688129,1331.200021,32007418428.0,4.62177535,4.29309731,8547785604.0,55.04180488
2013,COD,134250.0,1000000.0,33.86901982,-1.3348850859999999,8.503503317,413.69579839999994,32394528220.0,9.28150182,3.88677527,12545437686.0,58.27192683
2013,COG,12000.0,12000000.0,76.53245476,20.68695645,3.4407052489999996,3205.457783,12612404838.0,8.70635969,5.09464112,9306801119.0,61.66639024
2013,COL,455750.0,164000000.0,17.571925,4.2632887969999995,4.874065579,8030.690861,389902000000.0,18.14280077,6.8432,76517618155.0,73.80973171
2013,CYP,12750.0,23500000.0,58.72051308,-25.04749566,-5.95274791,27907.967360000002,23615772703.0,7.58416196,7.45866684,13686006373.0,79.94978049
2013,CZE,24100.0,15000000.0,76.87095181,3.513606851,-0.483671041,19916.01939,197333000000.0,14.90725275,7.48649513,148900000000.0,78.17560976
2013,DEU,181550.0,113000000.0,45.457710600000006,1.6711998590000001,0.48958448200000004,46530.91143,3528930000000.0,19.25261037,11.16480314,1482230000000.0,80.4902439
2013,DJI,12950.0,5000000.0,39.14798129337704,19.65666445,4.999907255,1682.948665,578660241178.375,14.13973888,9.13982602,156643037474.63104,61.68646341
2013,DNK,17200.0,42000000.0,54.82881332,-0.250948231,0.933349282,61191.19263,320882000000.0,16.77062335,11.24700751,165681000000.0,80.3
2013,DOM,61000.0,6500000.0,25.30412233,2.581902166,4.742064192,6026.989889,65790072582.0,15.53786666,4.11902833,19504068305.0,73.31990244
2013,DZA,317200.0,302000000.0,33.21501693,0.806725693,2.7676388660000004,5492.115804,203831000000.0,9.94780509,7.12438268,63767462894.0,74.56895122
2013,ECU,58983.0,11000000.0,28.638288300000003,0.76402482,4.946511267,6074.181971,97345780000.0,8.76083351,7.28688971,29459627000.0,75.6485122
2013,EGY,835500.0,675000000.0,17.17105977,1.4657466380000002,2.106724617,3264.450063,304300000000.0,5.54561079,5.46252124,67399869699.0,70.92578049
2013,ESP,213950.0,176000000.0,32.2193882,3.839669344,-1.7058948680000001,29210.093419999997,1317440000000.0,14.50363504,9.09572402,394421000000.0,83.07804878
2013,EST,5750.0,18000000.0,84.46506191,4.304660768,1.4151797309999998,19029.77923,24597535882.0,13.538703699999997,6.48178731,20701188243.0,77.14146341
2013,ETH,138000.0,153000000.0,12.48407356,2.000075086,10.58227004,503.90260660000007,55511900347.0,15.94214416,5.19220468,13812126942.0,63.44219512
2013,FIN,25000.0,320000000.0,38.81419115,-1.830026322,-0.758036295,49638.07713,272370000000.0,12.32317814,9.54669008,107181000000.0,80.97560976
2013,FRA,318400.0,107000000.0,28.60807392,1.124768867,0.5762415470000001,42571.19799,2861390000000.0,15.62424977,11.56028303,856336000000.0,82.2195122
2013,GBR,159150.0,494000000.0,29.75701369,2.003051504,1.9110784109999999,42407.37101,2780850000000.0,16.52383126,9.33908653,870587000000.0,81.00487805
2013,GEO,32350.0,5000000.0,44.68923219,5.92515924,3.3870437260000004,4274.376872999999,18230530179.0,4.22120686,7.247364699999999,9303346219.0,74.51390244
2013,GHA,15500.0,63000000.0,34.1890785,6.75033011,7.312525021,1827.1013679999999,54150798373.0,10.5809681,4.62620018,22689841615.0,61.14207317
2013,GIN,12300.0,3333333.333,28.45685617,2.171629677,2.2999992380000003,521.5389058999999,7861343482.0,9.49268407,5.49316028,3402971156.0,58.2164878
2013,GNB,6450.0,215165420.22787395,19.09862269,1.912962925,0.8202724159999999,584.2820032000001,1106239036.0,13.32170805,6.13947839,275653630.4,54.83841463
2013,GRC,148950.0,52000000.0,30.35342851,1.227963495,-3.241425025,21874.8195,246608000000.0,9.98286342,9.25694494,79551948571.0,81.28536585
